Image,X1,Y1,X2,Y2,distance,theta1,theta2,time,X_mean,Y_mean,displacement1,displacement2,displacement
NX4-S3 Camera000128.jpg,0.00285621,0.003782016,0.002843078,0.0032304720000000003,0.0005517003111835266,91.39718102729638,88.66778014613037,0.016666666666666666,0.002849644,0.0035062440000000004,0.00473936499843133,0.004303375635111116,0.004521370316771223
NX4-S3 Camera000129.jpg,0.0028824740000000003,0.003782016,0.002869342,0.0032239060000000003,0.0005582644727402954,88.93444643831717,88.56790381583535,0.03333333333333333,0.002875908,0.003502961,0.0047552393614761395,0.0043158653141403755,0.004535552337808257
NX4-S3 Camera000130.jpg,0.002902172,0.003782016,0.0028956060000000002,0.0032304720000000003,0.0005515830819486762,87.51044707800085,84.8055710922652,0.05,0.002898889,0.0035062440000000004,0.004767205401683464,0.004338258112424847,0.004552731757054156
NX4-S3 Camera000132.jpg,0.0029415680000000003,0.003788582,0.002928436,0.0032304720000000003,0.0005582644727402954,85.23635830927383,87.75425743410493,0.08333333333333333,0.002935002,0.003509527,0.004796475358984762,0.00436023929949722,0.00457835732924099
NX4-S3 Camera000133.jpg,0.002967832,0.003782016,0.0029481340000000003,0.0032239060000000003,0.0005584575035792787,92.12109639666146,85.66528501194084,0.1,0.002957983,0.003502961,0.004807460015900288,0.004368645554264159,0.004588052785082224
NX4-S3 Camera000134.jpg,0.002980964,0.003788582,0.002974398,0.0032239060000000003,0.0005647141731283181,83.64521803807924,87.39743779750019,0.11666666666666667,0.0029776810000000003,0.0035062440000000004,0.004820736452039252,0.004386412356270213,0.004603574404154733
NX4-S3 Camera000135.jpg,0.002974398,0.003788582,0.00298753,0.0032239060000000003,0.000564828677034019,86.53831098185269,95.59305253874984,0.13333333333333333,0.002980964,0.0035062440000000004,0.004816679046098878,0.0043953276780845365,0.004606003362091707
NX4-S3 Camera000136.jpg,0.003026926,0.003782016,0.0030072280000000002,0.0032239060000000003,0.0005584575035792787,90.0,86.34447651805858,0.15,0.003017077,0.003502961,0.004844164121263028,0.004408740198834584,0.0046264521600488055
NX4-S3 Camera000137.jpg,0.003046624,0.003788582,0.003026926,0.0032304720000000003,0.0005584575035792787,92.2025981617658,82.63379610677401,0.16666666666666666,0.0030367750000000002,0.003509527,0.004861612013324387,0.004426988858384444,0.004644300435854416
NX4-S3 Camera000138.jpg,0.003072888,0.00377545,0.003040058,0.0032370380000000002,0.0005394119860032775,97.72014695052079,83.15722658736907,0.18333333333333332,0.003056473,0.0035062440000000004,0.004867921873145049,0.004440762058116602,0.0046543419656308255
